character_id,name,movie_id,gender,age
496,NORTHER WINSLOW,30,,
497,SANDRA,30,F,4
498,WILL,30,M,3
529,BATTY,34,M,2
530,BRYANT,34,,
531,CHEW,34,,
532,DECKARD,34,M,1
533,DECKARD'S VOICE,34,,
534,ESPER,34,,
535,GAFF,34,,
536,HOLDEN,34,,
537,LEON,34,,
538,MARY,34,,
539,PRIS,34,F,6
540,RACHAEL,34,F,3
541,SALOME,34,,
542,SEBASTIAN,34,M,7
543,TAFFEY,34,,
544,TYRELL,34,,
545,VOICE,34,,
546,WHEELER,34,,
568,AUNT BARBARA,36,,
569,BEN,36,,
570,DETECTIVE WILLIAMS,36,M,7
571,DOROTHY,36,F,1
572,F.B.I. MAN,36,,
573,FRANK,36,,
574,JEFFREY,36,M,2
575,MIKE,36,,
576,MR. BEAUMONT,36,,
577,MRS. BEAUMONT,36,,
578,MRS. WILLIAMS,36,,
579,RAYMOND,36,,
580,SANDY,36,F,4
581,YELLOW MAN,36,,
582,AUGUSTUS,37,,
583,BOTH,37,,
584,CHAFFEY,37,,
585,CONNOR,37,M,2
586,DOC,37,,
587,DOLLY,37,,
588,DONNA,37,,
589,DUFFY,37,M,7
590,GREENLY,37,,
591,MOM,37,,
592,MURPHY,37,M,3
593,PRIEST,37,M,39
594,ROCCO,37,M,4
595,ROZ,37,,
596,SMECKER,37,M,1
597,VINCENZO,37,,
598,YAKAVETTA,37,,
612,ABBOTT,39,M,3
613,BOURNE,39,M,1
614,CRONIN,39,,
615,GRETKOV,39,,
616,IRENA,39,F,15
617,IVAN,39,,
618,JARDA,39,,
619,MARIE,39,F,2
620,MARSHALL,39,,
621,NEVINS/PHONE,39,,
622,NICKY,39,F,4
623,PAMELA,39,F,7
624,PAMELA/PHONE,39,,
625,TEDDY,39,,
626,VIC,39,,
627,ZORN,39,,
628,ARGYLE,40,,
629,CRAIG,40,,
630,EDWARD,40,,
631,HAMISH,40,,
632,LEADER,40,,
633,LEPER,40,,
634,LONGSHANKS,40,,
635,MAGISTRATE,40,,
636,MARION,40,F,
637,NICOLETTE,40,,
638,PRINCESS,40,F,14
639,ROBERT,40,,
640,STEPHEN,40,,
641,WALLACE,40,M,1
642,WILLIAM,40,M,1
643,ANDREA,41,F,2
644,CARLOS,41,,
645,DR. REDFIELD,41,M,17
646,EVAN,41,M,1
647,HEIDI,41,,
648,HUNTER,41,,
649,JASON,41,,
650,KAYLEIGH,41,F,3
651,LENNY,41,,
652,MR. MILLER,41,,
653,MRS. BOSWELL,41,,
654,PROFESSOR CARTER,41,,
655,THUMPER,41,,
656,TOMMY,41,,
657,WAITRESS,41,,
658,ANNINA,42,F,11
659,BERGER,42,,
660,CARL,42,,
661,EMIL,42,,
662,EUROPEAN,42,,
663,FERRARI,42,M,6
664,ILSA,42,F,2
665,LASZLO,42,M,3
666,RENAULT,42,M,4
667,RICK,42,M,1
668,SAM,42,M,10
669,STRASSER,42,M,5
670,TOURIST,42,,
671,UGARTE,42,M,7
672,YVONNE,42,,
673,ALEKSEI,43,,
674,BADCHUCK,43,M,
675,BETTINA,43,,
676,CHUCK,43,M,8
677,CHUCK/CAPTAIN,43,,
678,DOCTOR,43,,
679,DRIVER,43,,
680,ERICA,43,,
681,GOODCHUCK,43,M,
682,KELLY,43,F,16
683,LESLIE,43,,
684,MOM,43,,
685,ROGER,43,,
686,STAN,43,M,14
687,TECHNICIAN,43,,
688,VOICE,43,,
689,ANGELA,44,F,7
690,BUSTER,44,M,9
691,CANDY,44,F,2
692,CURLY,44,,
693,EDNA,44,,
694,FUZZY,44,,
695,HOMER,44,M,1
696,JACK,44,,
697,LARCH,44,M,5
698,MAJOR WINSLOW,44,,
699,MARY AGNES,44,,
700,MR. ROSE,44,M,
701,MRS. GOODHALL,44,,
702,MUDDY,44,,
703,OLIVE,44,,
704,PEACHES,44,,
705,RAY,44,,
706,ROSE ROSE,44,F,8
707,WALLY,44,M,4
777,AUDIENCE,50,,
778,DAVID,50,,
779,DONNIE,50,M,1
780,DR. MONNITOFF,50,,
781,DR. THURMAN,50,M,
782,EDDIE,50,,
783,ELIZABETH,50,,
784,FRANK,50,,
785,GRETCHEN,50,F,18
786,JIM CUNNINGHAM,50,,
787,LEROY,50,,
788,MS. FARMER,50,,
789,MS. POMEROY,50,,
790,PRINCIPAL COLE,50,,
791,RONALD,50,,
792,ROSE,50,,
793,SAMANTHA,50,,
794,SEAN,50,,
795,SETH,50,,
824,ANNE,53,F,
825,BOY,53,,
826,BYTES,53,M,6
827,CARR,53,M,4
828,FOX,53,,
829,K. HEN,53,,
830,KATH,53,,
831,KENDAL,53,,
832,MERRICK,53,M,2
833,MOTHERSHEAD,53,F,5
834,NIGHT PORTER,53,,
835,NORA,53,,
836,OWNER,53,,
837,PLUMED DWARF,53,,
838,TREVES,53,M,1
858,CARRIE,55,,
859,CLEMENTINE,55,F,2
860,CLEMENTINE'S VOICE,55,,
861,JOEL,55,M,1
862,MARY,55,F,9
863,MIERZWIAK,55,M,10
864,NAOMI,55,F,
865,NAOMI'S VOICE,55,,
866,OLD WOMAN,55,,
867,PATRICK,55,M,4
868,RECEPTIONIST,55,,
869,STAN,55,M,6
870,STAN'S VOICE,55,,
871,VOICE-OVER,55,,
879,COOPER,57,M,5
880,DJ,57,,
881,HOLLIS,57,,
882,JUSTIN,57,,
883,LYLE,57,,
884,MILLER,57,M,1
885,PETERS,57,F,3
886,SMITH,57,M,8
887,STARCK,57,F,4
888,WEIR,57,M,2
889,ALICIA,58,,
890,BEN,58,M,4
891,DEBBIE,58,,
892,DOCTOR,58,,
893,JOHNNY,58,M,3
894,LEONARD,58,,
895,REED,58,M,1
896,SEXY NURSE,58,,
897,SUE,58,F,2
898,THE THING,58,,
899,VICTOR,58,M,5
900,ARNOLD,59,,
901,BRAD,59,M,3
902,BUSINESSMAN,59,,
903,CURTIS,59,,
904,DAMONE,59,M,4
905,DENNIS,59,,
906,GIRL,59,,
907,GRIFFIN,59,,
908,HAROLD,59,,
909,L.C.,59,,
910,LINDA,59,F,6
911,LISA,59,,
912,MR. HAND,59,M,7
913,RON,59,,
914,SPICOLI,59,M,1
915,STACY,59,F,2
916,THE RAT,59,,
917,WAITRESS,59,,
918,CLERK,60,F,9
919,DA,60,,
920,DUKE,60,M,1
921,GONZO,60,M,2
922,HIGHWAY PATROLMAN,60,,
923,HITCHHIKER,60,,
924,MAID,60,,
925,PROPRIETOR,60,,
995,BORDER GUARD,65,,
996,CARLOS,65,,
997,JACOB,65,M,1
998,KATE,65,F,4
999,KELLY HOUGE,65,,
1000,MCGRAW,65,,
1001,PETE,65,,
1002,RAZOR CHARLIE,65,,
1003,RICHARD,65,M,3
1004,SCOTT,65,,
1005,SETH,65,M,2
1006,STANLEY CHASE,65,,
1024,ANIMAL,67,M,4
1025,AUDREY,67,F,3
1026,CAIMAN,67,,
1027,ELSIE,67,,
1028,JEAN-CLAUDE,67,,
1029,KID,67,,
1030,LT. ANDERSON,67,,
1031,LUCY,67,,
1032,MAJOR HICKS,67,M,
1033,MAYOR,67,,
1034,NICK,67,M,
1035,RAYMOND,67,,
1036,ALEXANDER,68,M,3
1037,BRANDON,68,M,12
1038,COMPUTER,68,,
1039,FRED,68,,
1040,GUY,68,,
1041,GWEN,68,F,2
1042,JASON,68,M,1
1043,KYLE,68,,
1044,LATHE,68,,
1045,MATHESAR,68,M,7
1046,NERVOUS TECH,68,,
1047,QUELLEK,68,M,9
1048,SARRIS,68,,
1049,TOMMY,68,M,6
1067,ATTENDANT,70,,
1068,BEAR,70,M,7
1069,BO CATLETT,70,M,6
1070,BONES,70,M,5
1071,CHILI,70,M,1
1072,CURTIS,70,,
1073,DICK,70,,
1074,DIRECTOR,70,,
1075,DORIS,70,,
1076,ESCOBAR,70,,
1077,HARRY,70,M,2
1078,KAREN,70,F,3
1079,LEO,70,,
1080,MANAGER,70,,
1081,MARTIN,70,M,4
1082,RAY BONES,70,,
1083,RONNIE,70,,
1084,TOMMY,70,M,11
1092,DAD,72,M,6
1093,DANA,72,,
1094,ENID,72,F,1
1095,GERROLD,72,,
1096,GIRL,72,,
1097,JOE,72,,
1098,JOHN,72,,
1099,JOHN ELLIS,72,,
1100,JOSH,72,M,4
1101,MAN,72,,
1102,MANAGER,72,,
1103,MARGARET,72,,
1104,MAXINE,72,,
1105,MELORRA,72,,
1106,REBECCA,72,F,2
1107,ROBERTA,72,F,5
1108,SEYMOUR,72,M,3
1109,THERAPIST,72,,
1110,TODD,72,,
1120,DANA,74,F,3
1121,ELAINE,74,,
1122,FRANK,74,,
1123,HARDEMEYER,74,,
1124,JANINE,74,F,7
1125,JANOSZ,74,M,8
1126,JUDGE,74,,
1127,LOUIS,74,M,5
1128,MILTON,74,,
1129,PROSECUTOR,74,,
1130,SHERMAN,74,,
1131,SPENGLER,74,,
1132,STANTZ,74,M,2
1133,VENKMAN,74,M,1
1134,VIGO,74,,
1135,WINSTON,74,M,6
1155,COMMODUS,76,M,2
1156,COS,76,,
1157,FALCO,76,,
1158,GAIUS,76,,
1159,GRACCHUS,76,,
1160,JUBA,76,,
1161,LUCILLA,76,F,3
1162,MARCUS AURELIUS,76,,
1163,NARCISSUS,76,M,
1164,PROXIMO,76,M,4
1165,QUINTUS,76,,
1166,SELENE,76,F,
1167,THEMIS,76,,
1168,TRIBUUS,76,,
1169,BEN,77,M,2
1170,BEN'S VOICE,77,,
1171,CLERK,77,,
1172,ELAINE,77,F,3
1173,MR. BRADDOCK,77,M,4
1174,MR. MCCLEERY,77,M,10
1175,MR. MCQUIRE,77,,
1176,MR. ROBINSON,77,M,5
1177,MRS. BRADDOCK,77,F,6
1178,MRS. ROBINSON,77,F,1
1179,MRS. ROBINSON'S VOICE,77,F,
1180,MRS. SINGLEMAN,77,,
1181,ROOM CLERK,77,M,7
1182,WOMAN'S VOICE,77,,
1289,ABE,86,,
1290,ABE'S VOICE,86,,
1291,BROOM,86,,
1292,CLAY,86,,
1293,GRIGORY,86,,
1294,HELLBOY,86,M,1
1295,LIZ,86,,
1296,LOBBY GUARD,86,,
1297,MANNING,86,,
1298,MATLIN,86,,
1299,MYERS,86,M,4
1300,WHITMAN,86,,
1312,ALISON'S MOM,88,,
1313,BARRY,88,M,4
1314,CAROLINE,88,F,13
1315,CHARLIE,88,,
1316,CUSTOMER,88,,
1317,DICK,88,M,3
1318,IAN,88,,
1319,LAURA,88,F,2
1320,LIZ,88,F,7
1321,MARIE,88,F,5
1322,MOM,88,,
1323,ROB,88,M,1
1324,VINCE,88,,
1325,WOMAN,88,F,
1326,BRENNA,89,F,
1327,CONOR,89,M,
1328,DENNIS,89,,
1329,DESK OFFICER,89,,
1330,DUPONT,89,,
1331,EXAMINER,89,,
1332,FATHER,89,,
1333,GRANDSON,89,,
1334,INSPECTOR,89,,
1335,INTRUDER,89,,
1336,KAHN,89,,
1337,KATHERINE,89,,
1338,KIDELL,89,,
1339,KNIGHT,89,,
1340,KNIGHT'S VOICE,89,,
1341,LIBRARIAN,89,,
1342,MAJOR,89,,
1343,MAN,89,,
1344,MARA,89,,
1345,MORAN,89,M,6
1346,MOTHER,89,,
1347,MR. NORTH,89,,
1348,MULET,89,,
1349,ROMIREZ,89,M,
1350,SUPERVISOR,89,,
1351,TAUPIN,89,M,
1352,TAVERN MAN #2,89,,
1353,TRAVELLER,89,,
1354,UNCLE JOE,89,,
1422,EMMA,95,F,
1423,FRENCH VOICE,95,,
1424,NEVILLE,95,M,1
1425,OLD MAN,95,,
1426,VIRGINIA,95,,
1433,ALICIA,97,,
1434,CONSTANCE,97,F,8
1435,DAVID,97,M,3
1436,GENERAL GREY,97,M,
1437,JASMINE,97,F,9
1438,JIMMY,97,,
1439,MARGARET,97,,
1440,MARTY,97,M,11
1441,MIGUEL,97,,
1442,MOISHE,97,,
1443,NIMZIKI,97,,
1444,OKUN,97,,
1445,OKUN/ALIEN,97,,
1446,PHILIP,97,,
1447,PRESIDENT,97,M,2
1448,RUSSELL,97,,
1449,SECOND OFFICER,97,,
1450,STEVE,97,M,1
1451,TROY,97,,
1452,BRODY,98,M,3
1453,BUTLER,98,,
1454,DONOVAN,98,M,6
1455,ELSA,98,F,4
1456,HENRY,98,M,2
1457,INDY,98,M,7
1458,KAZIM,98,,
1459,KNIGHT,98,,
1460,SALLAH,98,,
1461,CAPT. BLUMBURTT,99,,
1462,CHATTAR LAL,99,,
1463,INDIANA,99,M,1
1464,LAO,99,,
1465,MOLA RAM,99,,
1466,SHAMAN,99,,
1467,SHORT ROUND,99,,
1468,WILLIE,99,F,2
1485,BARBARA,101,,
1486,BILL ROBERTSON'S VOICE,101,,
1487,CHARLIE PHILLIPS,101,,
1488,DEBBIE DELUCA,101,,
1489,DEBORAH,101,,
1490,DON HEWITT,101,M,5
1491,ERIC KLUSTER,101,,
1492,FBI AGENT #2,101,,
1493,FELLING,101,,
1494,HELEN CAPERELLI,101,,
1495,JIM COOPER,101,,
1496,JIM COOPER'S VOICE,101,,
1497,LIANE,101,F,4
1498,LIANE'S VOICE,101,,
1499,LOWELL,101,M,1
1500,LOWELL'S VOICE,101,,
1501,MICHAEL MOORE,101,,
1502,MIKE WALLACE,101,M,3
1503,MOTLEY,101,,
1504,RICHARD SCRUGGS,101,,
1505,SHARON,101,F,6
1506,THE HOTEL MANAGER'S VOICE,101,,
1507,THE SHEIKH,101,,
1508,THOMAS SANDEFUR,101,,
1509,TOBACCO LAWYER,101,,
1510,WIGAND,101,M,2
1511,WIGAND'S VOICE,101,,
1512,BONNIE,102,,
1513,DOYLE,102,M,8
1514,GANGSTER,102,,
1515,JOE,102,,
1516,JUDGE,102,,
1517,KENNETH,102,M,
1518,LAWYER,102,,
1519,MARYLIN,102,F,2
1520,MILES,102,M,1
1521,PATRICIA,102,,
1522,RAMONA,102,,
1523,REX,102,M,5
1524,RUTH,102,,
1525,SARAH,102,F,9
1526,VOICE,102,,
1527,WITNESS,102,,
1528,WOMAN,102,,
1529,WRIGLEY,102,M,6
1555,AL,104,,
1556,ANDREWS,104,M,45
1557,BANISTER,104,,
1558,BILL,104,M,17
1559,CORONER,104,,
1560,DYMOND,104,,
1561,FERRIE,104,M,29
1562,FINCK,104,,
1563,FRANK,104,,
1564,GARRISON,104,,
1565,GOLDBERG,104,,
1566,JASPER,104,,
1567,JEAN HILL,104,,
1568,JIM,104,M,8
1569,JOHNSON,104,,
1570,JUDGE HAGGERTY,104,,
1571,LAWYER,104,,
1572,LIZ,104,F,19
1573,LONG,104,,
1574,LOU,104,M,9
1575,MALE VOICE,104,,
1576,MAN,104,,
1577,MARTIN,104,M,16
1578,MERCER,104,,
1579,MILLER,104,,
1580,MOBSTER,104,,
1581,NUMA,104,,
1582,O'KEEFE,104,,
1583,OFFICIAL,104,,
1584,RUBY,104,,
1585,SHAW,104,M,42
1586,SUSIE,104,F,24
1587,VIRGINIA,104,,
1588,X,104,F,24
1589,AMY,105,,
1590,ANITA,105,,
1591,BEAUMONT,105,M,8
1592,DARGUS,105,M,7
1593,JACKIE,105,F,1
1594,LOUIS,105,M,6
1595,MAX,105,M,3
1596,MELANIE,105,F,4
1597,NICOLET,105,M,5
1598,ORDELL,105,M,2
1599,PUBLIC DEFENDER,105,,
1600,SHERONDA,105,,
1601,WINSTON,105,,
1642,BRODY,108,M,1
1643,CASSIDY,108,,
1644,CHARLIE,108,,
1645,DENHERDER,108,,
1646,ELLEN,108,F,4
1647,ELLEN'S VOICE,108,,
1648,HENDRICKS,108,,
1649,HOOPER,108,M,3
1650,MEADOWS,108,,
1651,MICHAEL,108,,
1652,QUINT,108,M,2
1653,VAUGHN,108,M,5
1654,BLEEKER,109,M,2
1655,BLEEKER'S MOM,109,,
1656,BREN,109,F,5
1657,GERTA,109,,
1658,GIRL LAB PARTNER,109,,
1659,GUY LAB PARTNER,109,,
1660,JUNO,109,F,1
1661,LEAH,109,F,7
1662,MAC,109,F,1
1663,MARK,109,M,4
1664,PUNK RECEPTIONIST,109,,
1665,ROLLO,109,,
1666,SU-CHIN,109,,
1667,ULTRASOUND TECH,109,,
1668,VANESSA,109,F,3
1669,VIJAY,109,,
1726,COP,114,,
1727,JENNY,114,,
1728,LEON,114,M,22
1729,MAN,114,,
1730,MATHILDA,114,F,3
1731,RECEPTIONIST,114,,
1732,RINALDI,114,,
1733,STANSFIELD,114,,
1734,THE BOSS,114,,
1735,TONY,114,,
1755,BEN,116,M,1
1756,BRAD,116,,
1757,CONVENTIONEER,116,,
1758,SERA,116,F,2
1759,WAITRESS,116,,
1760,YURI,116,,
1761,ADVISOR,117,,
1762,BROOKE,117,,
1763,CHUTNEY,117,F,12
1764,DEWEY,117,,
1765,DONOVAN,117,,
1766,DORKY DAVID,117,,
1767,ELLE,117,F,1
1768,EMMETT,117,M,2
1769,ENRIQUE,117,,
1770,FUZZY 2L,117,,
1771,GUARD,117,,
1772,MARGOT,117,F,9
1773,MRS. WINDHAM VANDERMARK,117,,
1774,PAULETTE,117,F,6
1775,PROFESSOR DONOVAN,117,,
1776,PROFESSOR STROMWELL,117,,
1777,SARAH,117,,
1778,SERENA,117,,
1779,WARNER,117,M,4
1807,ABERNATHY,120,,
1808,BISCUIT,120,,
1809,BLOCKER,120,,
1810,BOUNCER,120,,
1811,CLAUDE,120,M,
1812,COOKIE,120,,
1813,DAISY,120,,
1814,DILLARD,120,,
1815,DOCTOR,120,,
1816,GOLDMOUTH,120,,
1817,HOPPIN' BOB,120,,
1818,JAKE,120,,
1819,JANGLE LEG,120,,
1820,LEON,120,,
1821,MAE ROSE,120,,
1822,MAMA GIBSON,120,,
1823,NURSE HUMPHRIES,120,,
1824,PIKE,120,,
1825,POKER FACE,120,,
1826,RADIO,120,,
1827,RAY,120,M,
1828,SLIM,120,,
1829,SPANKY,120,,
1830,SYLVIA,120,,
1831,WILKINS,120,,
1832,WILLIE,120,,
1833,YVETTE,120,,
1834,ADRIAN,121,,
1835,ANGEL,121,F,59
1836,BEEFY,121,M,10
1837,CASSIUS,121,,
1838,CHRISTA,121,,
1839,DAD,121,M,3
1840,DAN,121,,
1841,GATEKEEPER,121,,
1842,JIMMY THE DEMON,121,,
1843,JOHN,121,,
1844,KATHY LEE,121,,
1845,LUCIFER,121,,
1846,NICKY,121,M,1
1847,PETER,121,,
1848,REGIS,121,,
1849,STREET VENDOR,121,,
1850,STUDENT,121,,
1851,TODD,121,,
1852,VALERIE,121,F,2
1866,"""V""",123,,
1867,AL,123,,
1868,ALICE,123,F,2
1869,ANDY,123,,
1870,ARNIE,123,,
1871,BILL,123,,
1872,CAPTAIN HENDERSON,123,,
1873,CLAIRE,123,,
1874,DR. ROGOFF,123,,
1875,DRIVER,123,,
1876,ED,123,,
1877,FRED,123,M,1
1878,GUARD,123,,
1879,JOHNNY MACK,123,,
1880,MARIAN,123,,
1881,MR. EDDY,123,M,33
1882,MYSTERY MAN,123,,
1883,PETE,123,M,16
1884,RAQUEL,123,,
1885,RENEE,123,F,2
1886,SHEILA,123,F,29
1887,VOICE,123,,
1888,WARDEN,123,,
1901,COWAN,125,,
1902,DEE,125,,
1903,INS LEADER,125,,
1904,JAY,125,M,
1905,JEEBS,125,,
1906,KAY,125,M,
1907,LAUREL,125,F,3
1908,LEONARD,125,,
1909,MIKEY,125,,
1910,PRESIDENT,125,,
1911,WALLACE,125,,
1912,YAZ,125,,
1913,ZED,125,M,5
1914,ZED'S VOICE,125,,
1915,AGATHA,126,F,8
1916,ANDERTON,126,M,1
1917,ANDERTON'S VOICE,126,,
1918,BURGESS,126,M,2
1919,CROW,126,M,43
1920,CUSTOMER,126,,
1921,DR. EDDIE,126,,
1922,FLETCHER,126,M,4
1923,GIDEON,126,,
1924,HOWARD,126,,
1925,IRIS,126,F,9
1926,JAD,126,M,3
1927,KNOTT,126,,
1928,LARA,126,F,38
1929,RUFUS,126,,
1930,SARAH,126,,
1931,SEAN,126,M,39
1932,SECRETARY,126,,
1933,WALLY,126,,
1934,WITWER,126,M,2
1983,CREASY,129,M,1
1984,CREASY'S VOICE,129,,
1985,CUSTOMS,129,,
1986,DANIEL,129,,
1987,GUARDIAN TWO,129,,
1988,JORDAN,129,,
1989,JORGE,129,,
1990,LISA,129,F,4
1991,MANZANO,129,M,6
1992,PINTA,129,F,
1993,RAYBURN,129,M,5
1994,REINA,129,,
1995,ROSANNA,129,,
1996,SAMUEL,129,,
1997,SISTER ANNA,129,,
1998,TAZINARI,129,,
1999,VOICE,129,,
2068,CHRISTOPH,134,,
2069,DEX,134,,
2070,DIGITAL GENA,134,,
2071,EMMA,134,,
2072,GENA,134,,
2073,HALDEN,134,,
2074,KATIE,134,F,
2075,KID,134,,
2076,LAWYER,134,,
2077,SYNTHETIC VOICE,134,,
2078,TANNER,134,,
2131,BOY,139,,
2132,CHAIRMAN,139,,
2133,COOK,139,,
2134,DIZ,139,M,6
2135,EMMA,139,F,12
2136,GRIFFITH,139,,
2137,HUBERT,139,M,5
2138,JEFFERSON,139,M,2
2139,JIMMIE,139,,
2140,MA,139,,
2141,MCGANN,139,M,7
2142,NOSEY,139,,
2143,OTIS,139,,
2144,PAINE,139,M,3
2145,PETER,139,,
2146,PRESIDENT,139,,
2147,SAUNDERS,139,F,1
2148,SENATOR,139,,
2149,SPIELER,139,,
2150,SUSAN,139,F,11
2151,TAYLOR,139,M,4
2152,VOICES,139,,
2201,ARDETH RAY,142,,
2202,BENI,142,M,5
2203,CURATOR,142,,
2204,DANIELS,142,,
2205,EVELYN,142,F,2
2206,HENDERSON,142,,
2207,HOOK,142,,
2208,JONATHAN,142,M,3
2209,O'CONNELL,142,M,1
2210,WARDEN,142,,
2211,AMAZING,143,,
2212,ANABEL,143,,
2213,BOWLER,143,,
2214,CASANOVA,143,,
2215,FURIOUS,143,M,6
2216,HELLER,143,,
2217,INVISIBLE BOY,143,,
2218,MONICA,143,F,14
2219,MOTHER,143,,
2220,RAJA,143,M,1
