conversation_id,character1_id,character2_id,movie_id
477,49,55,3
478,49,55,3
479,50,60,3
480,50,60,3
481,50,60,3
482,50,60,3
483,50,60,3
484,50,60,3
485,50,60,3
486,50,60,3
487,50,60,3
488,50,60,3
489,50,60,3
490,50,60,3
491,50,60,3
492,50,56,3
493,50,56,3
494,50,56,3
495,50,56,3
496,50,56,3
497,50,56,3
498,50,56,3
499,50,56,3
500,50,56,3
501,50,56,3
502,50,56,3
503,50,51,3
504,50,51,3
505,50,51,3
506,50,51,3
507,50,51,3
508,50,51,3
509,52,55,3
510,52,55,3
511,52,55,3
512,52,55,3
513,53,59,3
514,53,59,3
515,54,55,3
516,54,55,3
517,54,55,3
518,54,55,3
519,55,58,3
520,55,58,3
521,55,58,3
522,55,61,3
523,55,61,3
524,55,61,3
525,55,61,3
526,55,61,3
527,55,61,3
528,55,61,3
529,55,57,3
530,55,57,3
531,55,57,3
532,55,57,3
533,55,59,3
534,55,59,3
535,55,59,3
536,55,59,3
537,56,60,3
538,56,60,3
539,56,60,3
540,56,60,3
541,56,60,3
542,56,60,3
543,56,60,3
544,56,60,3
726,78,85,5
727,78,85,5
728,78,85,5
729,78,85,5
730,78,85,5
731,78,85,5
732,78,99,5
733,78,99,5
734,78,99,5
735,78,99,5
736,78,99,5
737,78,99,5
738,78,84,5
739,78,84,5
740,78,84,5
741,78,84,5
742,78,84,5
743,78,84,5
744,78,84,5
745,78,84,5
746,78,84,5
747,78,84,5
748,78,84,5
749,78,84,5
750,78,91,5
751,78,91,5
752,78,91,5
753,78,91,5
754,78,91,5
755,78,91,5
756,78,91,5
757,78,79,5
758,78,79,5
759,78,79,5
760,78,79,5
761,78,79,5
762,78,79,5
763,78,79,5
764,78,79,5
765,78,79,5
766,78,79,5
767,80,84,5
768,80,84,5
769,80,84,5
770,80,84,5
771,81,84,5
772,81,84,5
773,81,84,5
774,81,84,5
775,81,84,5
776,81,84,5
777,81,84,5
778,82,84,5
779,82,84,5
780,82,84,5
781,82,84,5
782,82,84,5
783,82,84,5
784,83,92,5
785,83,92,5
786,83,92,5
787,84,88,5
788,84,88,5
789,84,88,5
790,84,88,5
791,84,88,5
792,84,88,5
793,84,88,5
794,84,98,5
795,84,98,5
796,84,98,5
797,84,98,5
798,84,98,5
799,84,86,5
800,84,86,5
801,84,86,5
802,84,86,5
803,84,86,5
804,84,86,5
805,84,86,5
806,84,86,5
807,84,86,5
808,84,86,5
809,84,86,5
810,84,86,5
811,84,86,5
812,84,90,5
813,84,90,5
814,84,90,5
815,84,90,5
816,84,90,5
817,84,90,5
818,84,90,5
819,84,85,5
820,84,85,5
821,84,85,5
822,84,85,5
823,84,85,5
824,84,85,5
825,84,85,5
826,84,85,5
827,84,85,5
828,84,85,5
829,84,85,5
830,84,85,5
831,84,85,5
832,84,85,5
833,84,85,5
834,84,85,5
835,84,85,5
836,84,85,5
837,84,85,5
838,84,97,5
839,84,97,5
840,84,89,5
841,84,89,5
842,84,89,5
843,84,89,5
844,87,90,5
845,87,90,5
846,87,90,5
847,87,90,5
848,87,90,5
849,90,91,5
850,90,91,5
851,90,91,5
852,91,96,5
853,91,96,5
854,91,96,5
855,91,96,5
856,92,93,5
857,92,93,5
858,92,93,5
859,92,93,5
860,94,99,5
861,95,99,5
862,95,99,5
863,95,99,5
864,95,99,5
865,100,114,6
866,100,114,6
867,100,114,6
868,100,114,6
869,100,114,6
870,100,114,6
871,100,114,6
872,100,114,6
873,100,114,6
874,100,114,6
875,100,114,6
876,100,114,6
877,100,114,6
878,100,114,6
879,101,114,6
880,101,114,6
881,102,105,6
882,102,105,6
883,103,114,6
884,103,114,6
885,103,114,6
886,103,114,6
887,103,114,6
888,103,114,6
889,103,114,6
890,103,114,6
891,103,114,6
892,103,114,6
893,103,114,6
894,103,114,6
895,103,114,6
896,103,114,6
897,103,114,6
898,103,114,6
899,103,105,6
900,103,105,6
901,103,105,6
902,103,105,6
903,103,105,6
904,104,114,6
905,104,114,6
906,104,114,6
907,104,114,6
908,105,114,6
909,105,114,6
910,105,114,6
911,105,114,6
912,105,114,6
913,105,114,6
914,105,114,6
915,105,114,6
916,105,114,6
917,105,114,6
918,105,114,6
919,105,114,6
920,105,107,6
921,106,114,6
922,106,114,6
923,106,114,6
924,106,114,6
925,106,114,6
926,106,114,6
927,106,114,6
928,106,114,6
929,106,114,6
930,108,114,6
931,108,114,6
932,108,114,6
933,108,114,6
934,108,114,6
935,108,114,6
936,108,114,6
937,108,114,6
938,108,114,6
939,108,114,6
940,108,114,6
941,108,114,6
942,108,114,6
943,108,114,6
944,108,114,6
945,108,114,6
946,108,114,6
947,108,114,6
948,108,114,6
949,108,114,6
950,109,114,6
951,109,114,6
952,109,114,6
953,109,114,6
954,109,114,6
955,109,114,6
956,109,114,6
957,109,114,6
958,109,114,6
959,109,114,6
960,109,114,6
961,109,114,6
962,109,114,6
963,109,114,6
964,109,114,6
965,109,114,6
966,109,114,6
967,109,114,6
968,109,114,6
969,110,114,6
970,110,114,6
971,110,114,6
972,110,114,6
973,110,114,6
974,110,114,6
975,110,114,6
976,110,114,6
977,110,114,6
978,110,114,6
979,110,114,6
980,110,114,6
981,110,114,6
982,110,114,6
983,110,114,6
984,110,114,6
985,111,114,6
986,111,114,6
987,111,114,6
988,111,114,6
989,112,114,6
990,112,114,6
991,113,114,6
992,113,114,6
993,113,114,6
1322,155,171,11
1323,155,171,11
1324,155,171,11
1325,155,171,11
1326,155,171,11
1327,155,171,11
1328,155,171,11
1329,155,171,11
1330,155,171,11
1331,155,166,11
1332,155,166,11
1333,155,166,11
1334,155,166,11
1335,155,166,11
1336,155,169,11
1337,155,169,11
1338,155,169,11
1339,155,169,11
1340,155,169,11
1341,155,169,11
1342,155,169,11
1343,156,163,11
1344,156,163,11
1345,156,163,11
1346,157,169,11
1347,157,169,11
1348,158,169,11
1349,158,169,11
1350,158,169,11
1351,158,169,11
1352,158,169,11
1353,158,169,11
1354,158,169,11
1355,159,161,11
1356,159,161,11
1357,159,161,11
1358,159,161,11
1359,160,169,11
1360,160,169,11
1361,160,169,11
1362,161,177,11
1363,161,177,11
1364,161,177,11
1365,161,177,11
1366,161,177,11
1367,161,177,11
1368,162,169,11
1369,162,164,11
1370,162,164,11
1371,162,164,11
1372,162,166,11
1373,162,166,11
1374,162,166,11
1375,162,166,11
1376,162,166,11
1377,162,166,11
1378,165,176,11
1379,165,176,11
1380,165,176,11
1381,166,170,11
1382,166,170,11
1383,166,170,11
1384,166,170,11
1385,166,170,11
1386,166,170,11
1387,166,170,11
1388,166,171,11
1389,166,171,11
1390,166,171,11
1391,166,171,11
1392,166,171,11
1393,166,171,11
1394,166,171,11
1395,166,171,11
1396,166,171,11
1397,166,171,11
1398,166,169,11
1399,166,169,11
1400,166,169,11
1401,166,169,11
1402,166,169,11
1403,166,169,11
1404,166,169,11
1405,166,169,11
1406,167,177,11
1407,167,177,11
1408,167,177,11
1409,168,169,11
1410,168,169,11
1411,168,169,11
1412,168,169,11
1413,168,169,11
1414,168,169,11
1415,168,169,11
1416,169,171,11
1417,169,171,11
1418,169,171,11
1419,169,171,11
1420,169,171,11
1421,169,171,11
1422,169,171,11
1423,169,171,11
1424,169,171,11
1425,169,171,11
1426,169,173,11
1427,169,173,11
1428,169,173,11
1429,169,177,11
1430,169,177,11
1431,169,177,11
1432,169,172,11
1433,169,172,11
1434,169,175,11
1435,169,175,11
1436,169,174,11
1437,169,174,11
1438,169,174,11
1439,169,174,11
1440,169,174,11
1441,169,174,11
1442,169,174,11
1443,169,174,11
1444,169,174,11
1445,169,174,11
1446,169,174,11
1447,169,174,11
1448,169,174,11
1449,169,174,11
1450,169,174,11
1451,169,174,11
1535,195,205,13
1536,195,205,13
1537,195,205,13
1538,195,205,13
1539,196,207,13
1540,196,207,13
1541,196,207,13
1542,196,207,13
1543,197,214,13
1544,197,214,13
1545,197,214,13
1546,197,214,13
1547,197,214,13
1548,197,209,13
1549,197,209,13
1550,197,209,13
1551,197,198,13
1552,197,198,13
1553,197,198,13
1554,197,198,13
1555,197,198,13
1556,197,198,13
1557,197,198,13
1558,197,198,13
1559,198,214,13
1560,198,214,13
1561,198,214,13
1562,198,214,13
1563,198,214,13
1564,198,214,13
1565,198,214,13
1566,198,214,13
1567,198,214,13
1568,198,214,13
1569,198,214,13
1570,198,214,13
1571,198,214,13
1572,198,214,13
1573,198,214,13
1574,198,214,13
1575,198,214,13
1576,198,214,13
1577,198,214,13
1578,198,214,13
1579,198,214,13
1580,198,209,13
1581,198,209,13
1582,198,209,13
1583,198,209,13
1584,199,213,13
1585,199,213,13
1586,200,203,13
1587,200,203,13
1588,200,203,13
1589,200,203,13
1590,201,211,13
1591,201,211,13
1592,201,211,13
1593,201,211,13
1594,202,208,13
1595,202,208,13
1596,202,208,13
1597,204,210,13
1598,206,210,13
1599,206,210,13
1600,208,209,13
1601,208,209,13
1602,208,209,13
1603,208,209,13
1604,208,209,13
1605,208,209,13
1606,210,212,13
1607,210,214,13
1608,210,214,13
1609,210,214,13
1610,210,214,13
1611,210,214,13
1612,210,214,13
1716,228,233,15
1717,228,233,15
1718,228,233,15
1719,228,233,15
1720,228,231,15
1721,228,231,15
1722,228,231,15
1723,228,231,15
1724,228,231,15
1725,228,231,15
1726,229,237,15
1727,229,237,15
1728,229,237,15
1729,229,237,15
1730,229,237,15
1731,229,237,15
1732,229,237,15
1733,229,237,15
1734,229,237,15
1735,230,237,15
1736,230,237,15
1737,230,237,15
1738,230,237,15
1739,230,237,15
1740,230,237,15
1741,230,237,15
1742,230,237,15
1743,230,237,15
1744,230,237,15
1745,230,237,15
1746,230,237,15
1747,230,237,15
1748,230,237,15
1749,230,237,15
1750,230,237,15
1751,230,237,15
1752,230,237,15
1753,230,237,15
1754,230,237,15
1755,230,237,15
1756,230,231,15
1757,230,231,15
1758,230,231,15
1759,230,231,15
1760,230,231,15
1761,231,237,15
1762,231,237,15
1763,231,237,15
1764,231,237,15
1765,231,237,15
1766,231,237,15
1767,231,237,15
1768,231,237,15
1769,231,237,15
1770,231,233,15
1771,231,233,15
1772,231,233,15
1773,231,233,15
1774,231,233,15
1775,231,233,15
1776,232,233,15
1777,232,233,15
1778,232,233,15
1779,232,233,15
1780,232,233,15
1781,232,233,15
1782,232,233,15
1783,232,233,15
1784,232,233,15
1785,232,233,15
1786,232,237,15
1787,232,237,15
1788,232,237,15
1789,232,237,15
1790,232,237,15
1791,232,237,15
1792,232,237,15
1793,232,237,15
1794,232,237,15
1795,232,237,15
1796,232,237,15
1797,232,237,15
1798,232,237,15
1799,232,237,15
1800,232,237,15
1801,232,237,15
1802,233,240,15
1803,233,240,15
1804,233,240,15
1805,233,240,15
1806,233,240,15
1807,233,240,15
1808,233,237,15
1809,233,237,15
1810,233,237,15
1811,233,237,15
1812,233,237,15
1813,233,237,15
1814,233,237,15
1815,233,237,15
1816,233,237,15
1817,233,237,15
1818,233,237,15
1819,233,237,15
1820,233,237,15
1821,233,237,15
1822,234,238,15
1823,235,237,15
1824,235,237,15
1825,236,237,15
1826,236,237,15
1827,236,237,15
1828,236,237,15
1829,236,237,15
1830,236,237,15
1831,236,237,15
1832,236,237,15
1833,236,237,15
1834,236,237,15
1835,236,237,15
1836,236,237,15
1837,236,237,15
1838,236,237,15
1839,236,237,15
1840,236,237,15
1841,236,237,15
1842,236,237,15
1843,236,237,15
1844,236,237,15
1845,237,239,15
1846,237,239,15
1847,237,239,15
1848,237,239,15
1849,237,239,15
1850,241,242,16
1851,243,255,16
1852,243,255,16
1853,244,260,16
1854,244,260,16
1855,244,260,16
1856,244,260,16
1857,244,260,16
1858,244,255,16
1859,244,255,16
1860,244,255,16
1861,244,255,16
1862,245,252,16
1863,245,255,16
1864,245,255,16
1865,246,261,16
1866,246,261,16
1867,247,256,16
1868,247,255,16
1869,247,255,16
1870,247,255,16
1871,247,255,16
1872,247,255,16
1873,247,255,16
1874,247,255,16
1875,247,255,16
1876,247,255,16
1877,247,255,16
1878,247,255,16
1879,247,255,16
1880,247,255,16
1881,247,255,16
1882,247,255,16
1883,247,255,16
1884,247,255,16
1885,247,255,16
1886,247,255,16
1887,247,255,16
1888,247,255,16
1889,247,260,16
1890,247,260,16
1891,247,260,16
1892,247,260,16
1893,247,260,16
1894,247,260,16
1895,247,260,16
1896,247,260,16
1897,247,260,16
1898,247,260,16
1899,247,260,16
1900,247,260,16
1901,247,260,16
1902,247,260,16
1903,247,261,16
1904,247,261,16
1905,247,261,16
1906,247,252,16
1907,247,252,16
1908,247,252,16
1909,248,263,16
1910,248,263,16
1911,248,263,16
1912,248,263,16
1913,248,263,16
1914,249,254,16
1915,249,254,16
1916,250,262,16
1917,250,262,16
1918,250,262,16
1919,250,262,16
1920,250,255,16
1921,250,255,16
1922,250,255,16
1923,251,260,16
1924,251,260,16
1925,251,260,16
1926,251,260,16
1927,251,260,16
1928,251,260,16
1929,251,260,16
1930,251,260,16
1931,251,260,16
1932,251,260,16
1933,251,260,16
1934,251,260,16
1935,251,260,16
1936,251,255,16
1937,251,255,16
1938,251,255,16
1939,251,255,16
1940,251,255,16
1941,251,255,16
1942,251,255,16
1943,251,255,16
1944,251,255,16
1945,251,255,16
1946,251,255,16
1947,251,255,16
1948,251,255,16
1949,251,255,16
1950,251,255,16
1951,251,255,16
1952,251,255,16
1953,251,255,16
1954,251,255,16
1955,251,255,16
1956,251,267,16
1957,251,267,16
1958,251,267,16
1959,251,267,16
1960,252,255,16
1961,252,255,16
1962,252,255,16
1963,252,255,16
1964,252,255,16
1965,252,255,16
1966,252,255,16
1967,252,255,16
1968,252,255,16
1969,252,255,16
1970,252,255,16
1971,252,255,16
1972,252,255,16
1973,252,255,16
1974,252,255,16
1975,253,260,16
1976,253,260,16
1977,253,260,16
1978,253,260,16
1979,253,260,16
1980,253,260,16
1981,253,260,16
1982,253,260,16
1983,253,255,16
1984,253,255,16
1985,255,261,16
1986,255,261,16
1987,255,261,16
1988,255,261,16
1989,255,261,16
1990,255,261,16
1991,255,261,16
1992,255,261,16
1993,255,262,16
1994,255,262,16
1995,255,262,16
1996,255,262,16
1997,255,262,16
1998,255,262,16
1999,255,262,16
2000,255,262,16
2001,255,260,16
2002,255,260,16
2003,255,260,16
2004,255,260,16
2005,255,260,16
2006,255,260,16
2007,255,260,16
2008,255,260,16
2009,255,260,16
2010,255,260,16
2011,255,260,16
2012,255,260,16
2013,255,260,16
2014,255,260,16
2015,255,260,16
2016,255,260,16
2017,255,260,16
2018,255,260,16
2019,255,260,16
2020,255,260,16
2021,255,260,16
2022,255,260,16
2023,255,260,16
2024,255,260,16
2025,255,260,16
2026,255,260,16
2027,255,260,16
2028,255,260,16
2029,255,260,16
2030,255,260,16
2031,255,260,16
2032,255,260,16
2033,255,258,16
2034,255,258,16
2035,255,258,16
2036,255,258,16
2037,255,258,16
2038,255,258,16
2039,255,258,16
2040,255,258,16
2041,255,267,16
2042,255,267,16
2043,255,268,16
2044,255,268,16
2045,255,268,16
2046,255,268,16
2047,257,266,16
2048,257,266,16
2049,257,266,16
2050,257,266,16
2051,257,266,16
2052,257,266,16
2053,257,266,16
2054,257,266,16
2055,257,266,16
2056,258,260,16
2057,258,260,16
2058,258,260,16
2059,258,260,16
2060,258,260,16
2061,258,267,16
2062,258,267,16
2063,258,267,16
2064,259,265,16
2065,259,265,16
2066,259,265,16
2067,260,268,16
2068,260,264,16
2069,260,264,16
2070,260,264,16
2071,260,261,16
2072,260,261,16
2554,327,331,20
2555,327,331,20
2556,327,331,20
2557,327,331,20
2558,327,331,20
2559,327,331,20
2560,327,331,20
2561,327,331,20
2562,327,331,20
2563,327,331,20
2564,327,331,20
2565,327,331,20
2566,327,331,20
2567,327,331,20
2568,327,330,20
2569,327,330,20
2570,327,330,20
2571,327,330,20
2572,327,330,20
2573,327,330,20
2574,327,330,20
2575,327,334,20
2576,327,334,20
2577,327,334,20
2578,327,334,20
2579,327,334,20
2580,327,334,20
2581,327,334,20
2582,327,334,20
2583,327,334,20
2584,327,334,20
2585,327,334,20
2586,327,342,20
2587,327,342,20
2588,327,342,20
2589,327,342,20
2590,327,342,20
2591,327,342,20
2592,327,342,20
2593,327,339,20
2594,327,339,20
2595,327,339,20
2596,327,339,20
2597,327,339,20
2598,327,328,20
2599,327,328,20
2600,327,328,20
2601,327,328,20
2602,327,328,20
2603,327,328,20
2604,327,328,20
2605,327,328,20
2606,327,329,20
2607,327,329,20
2608,327,329,20
2609,327,329,20
2610,327,341,20
2611,327,341,20
2612,327,341,20
2613,327,341,20
2614,327,341,20
2615,327,341,20
2616,327,341,20
2617,327,341,20
2618,327,341,20
2619,327,341,20
2620,327,341,20
2621,327,341,20
2622,327,341,20
2623,327,341,20
2624,327,338,20
2625,327,338,20
2626,327,338,20
2627,327,338,20
2628,327,336,20
2629,327,336,20
2630,327,336,20
2631,327,336,20
2632,327,336,20
2633,327,336,20
2634,327,336,20
2635,327,336,20
2636,327,336,20
2637,327,336,20
2638,327,336,20
2639,327,336,20
2640,327,336,20
2641,327,336,20
2642,327,336,20
2643,327,336,20
2644,327,336,20
2645,327,336,20
2646,327,336,20
2647,327,336,20
2648,327,336,20
2649,327,336,20
2650,327,336,20
2651,327,336,20
2652,327,336,20
2653,327,336,20
2654,327,336,20
2655,327,332,20
2656,327,332,20
2657,327,332,20
2658,327,343,20
2659,327,343,20
2660,327,343,20
2661,327,343,20
2662,327,333,20
2663,327,333,20
2664,327,333,20
2665,327,333,20
2666,327,333,20
2667,327,333,20
2668,327,333,20
2669,327,333,20
2670,327,337,20
2671,327,337,20
2672,327,337,20
2673,327,337,20
2674,327,337,20
2675,327,337,20
2676,327,337,20
2677,327,337,20
2678,327,337,20
2679,327,337,20
2680,327,337,20
2681,327,337,20
2682,327,337,20
2683,327,337,20
2684,327,337,20
2685,327,337,20
2686,327,337,20
2687,327,337,20
2688,327,337,20
2689,327,337,20
2690,327,337,20
2691,327,337,20
2692,327,337,20
2693,327,337,20
2694,327,337,20
2695,327,337,20
2696,327,337,20
2697,327,337,20
2698,327,337,20
2699,327,337,20
2700,327,335,20
2701,327,335,20
2702,327,335,20
2703,327,340,20
2704,327,340,20
2705,327,340,20
2706,327,340,20
2707,327,340,20
2708,327,340,20
2709,327,340,20
2710,327,340,20
2711,341,342,20
2712,341,342,20
2713,341,342,20
2864,360,362,22
2865,360,362,22
2866,360,362,22
2867,360,362,22
2868,360,362,22
2869,360,362,22
2870,360,362,22
2871,361,362,22
2872,361,362,22
2873,362,363,22
2874,362,363,22
2875,362,363,22
2876,362,363,22
2877,362,363,22
2878,362,363,22
2879,362,363,22
2880,362,363,22
2881,362,363,22
2882,362,363,22
2883,362,363,22
2884,362,363,22
2885,362,363,22
2886,362,363,22
2887,362,363,22
2888,362,363,22
2889,362,363,22
2890,362,370,22
2891,362,366,22
2892,362,367,22
2893,362,367,22
2894,362,367,22
2895,362,367,22
2896,362,367,22
2897,362,377,22
2898,362,377,22
2899,362,377,22
2900,362,377,22
2901,362,377,22
2902,362,377,22
2903,362,377,22
2904,362,377,22
2905,362,377,22
2906,362,377,22
2907,362,377,22
2908,362,377,22
2909,362,377,22
2910,362,377,22
2911,362,377,22
2912,362,377,22
2913,362,377,22
2914,362,377,22
2915,362,377,22
2916,362,377,22
2917,362,377,22
2918,362,377,22
2919,362,377,22
2920,362,377,22
2921,362,377,22
2922,362,377,22
2923,362,377,22
2924,362,377,22
2925,362,377,22
2926,362,377,22
2927,362,377,22
2928,362,377,22
2929,362,377,22
2930,362,377,22
2931,362,377,22
2932,362,377,22
2933,362,377,22
2934,362,364,22
2935,362,369,22
2936,362,369,22
2937,362,369,22
2938,362,369,22
2939,362,369,22
2940,362,369,22
2941,365,374,22
2942,365,374,22
2943,365,374,22
2944,367,372,22
2945,367,372,22
2946,367,372,22
2947,367,372,22
2948,367,372,22
2949,367,372,22
2950,367,368,22
2951,367,368,22
2952,367,368,22
2953,367,368,22
2954,367,368,22
2955,367,368,22
2956,367,376,22
2957,367,376,22
2958,367,376,22
2959,367,375,22
2960,367,375,22
2961,367,375,22
2962,367,375,22
2963,367,375,22
2964,367,375,22
2965,367,375,22
2966,367,375,22
2967,367,373,22
2968,367,373,22
2969,367,373,22
2970,367,373,22
2971,367,373,22
2972,371,377,22
2973,371,377,22
2974,371,377,22
2975,371,377,22
2976,371,377,22
2977,375,376,22
2978,375,376,22
2979,375,376,22
2980,375,376,22
3629,454,473,28
3630,455,463,28
3631,455,463,28
3632,455,463,28
3633,455,466,28
3634,456,473,28
3635,456,473,28
3636,456,473,28
3637,456,473,28
3638,456,473,28
3639,456,473,28
3640,456,473,28
3641,456,473,28
3642,456,473,28
3643,456,473,28
3644,456,473,28
3645,457,473,28
3646,457,473,28
3647,457,473,28
3648,457,473,28
3649,457,473,28
3650,457,473,28
3651,457,473,28
3652,457,473,28
3653,457,473,28
3654,458,473,28
3655,458,473,28
3656,459,471,28
3657,459,472,28
3658,459,472,28
3659,459,472,28
3660,459,473,28
3661,459,473,28
3662,459,473,28
3663,459,473,28
3664,459,473,28
3665,459,473,28
3666,459,473,28
3667,459,473,28
3668,460,473,28
3669,461,473,28
3670,461,473,28
3671,461,473,28
3672,461,473,28
3673,461,473,28
3674,461,473,28
3675,461,473,28
3676,461,473,28
3677,461,473,28
3678,462,473,28
3679,462,473,28
3680,462,473,28
3681,462,473,28
3682,462,473,28
3683,462,473,28
3684,464,473,28
3685,464,473,28
3686,465,473,28
3687,465,473,28
3688,467,473,28
3689,467,473,28
3690,467,473,28
3691,467,473,28
3692,467,473,28
3693,468,473,28
3694,468,473,28
3695,468,473,28
3696,468,473,28
3697,468,473,28
3698,469,473,28
3699,470,473,28
3700,470,473,28
3701,470,473,28
3702,470,473,28
3703,473,474,28
3704,473,474,28
3705,473,474,28
3706,473,474,28
3707,473,474,28
3708,473,475,28
3934,488,492,30
3935,488,492,30
3936,488,492,30
3937,488,492,30
3938,488,492,30
3939,488,492,30
3940,488,492,30
3941,488,492,30
3942,488,492,30
3943,489,492,30
3944,489,492,30
3945,489,492,30
3946,489,492,30
3947,489,492,30
3948,489,492,30
3949,489,492,30
3950,490,492,30
3951,490,492,30
3952,490,492,30
3953,491,498,30
3954,491,498,30
3955,491,498,30
3956,491,498,30
3957,491,498,30
3958,492,493,30
3959,492,493,30
3960,492,493,30
3961,492,493,30
3962,492,493,30
3963,492,493,30
3964,492,493,30
3965,492,493,30
3966,492,493,30
3967,492,493,30
3968,492,493,30
3969,492,493,30
3970,492,493,30
3971,492,493,30
3972,492,494,30
3973,492,494,30
3974,492,494,30
3975,492,494,30
3976,492,494,30
3977,492,494,30
3978,492,494,30
3979,492,494,30
3980,492,494,30
3981,492,494,30
3982,492,495,30
3983,492,495,30
3984,492,495,30
3985,492,495,30
3986,492,495,30
3987,492,495,30
3988,492,498,30
3989,492,498,30
3990,492,498,30
3991,492,498,30
3992,492,498,30
3993,492,498,30
3994,492,498,30
3995,492,498,30
3996,492,498,30
3997,492,498,30
3998,492,498,30
3999,492,498,30
4000,492,498,30
4001,492,498,30
4002,492,498,30
4003,492,498,30
4004,492,498,30
4005,492,498,30
4006,492,498,30
4007,492,498,30
4008,492,498,30
4009,492,498,30
4010,492,498,30
4011,492,498,30
4012,492,498,30
4013,492,497,30
4014,492,497,30
4015,492,497,30
4016,492,497,30
4017,492,497,30
4018,492,497,30
4019,492,496,30
4020,492,496,30
4021,492,496,30
4022,492,496,30
4023,492,496,30
4024,492,496,30
4025,492,496,30
4026,493,498,30
4027,493,498,30
4028,493,498,30
4029,493,498,30
4030,493,498,30
4031,493,498,30
4032,493,498,30
4033,494,497,30
4034,494,497,30
4035,494,497,30
4036,494,497,30
4037,494,497,30
4038,494,497,30
4039,494,498,30
4040,494,498,30
4041,494,498,30
4042,494,498,30
4043,494,498,30
4044,494,498,30
4045,494,498,30
4046,494,498,30
4047,494,498,30
4048,497,498,30
4049,497,498,30
4050,497,498,30
4051,497,498,30
4052,497,498,30
4053,497,498,30
4054,497,498,30
4055,497,498,30
4056,497,498,30
4057,497,498,30
4058,497,498,30
4059,497,498,30
4060,497,498,30
4061,497,498,30
4062,497,498,30
4063,497,498,30
4419,529,538,34
4420,529,538,34
4421,529,538,34
4422,529,538,34
4423,529,538,34
4424,529,538,34
4425,529,538,34
4426,529,544,34
4427,529,544,34
4428,529,544,34
4429,529,544,34
4430,529,544,34
4431,529,544,34
4432,529,544,34
4433,529,544,34
4434,529,542,34
4435,529,542,34
